Unnamed: 0	title	filepath	neg_caption	neg_image
45560	Many people crossing the street in a busy city.	coco/train2014/COCO_train2014_000000505104.jpg	['Many people crossing the city in a busy street .', 'busy people crossing the street in a Many city .', 'Many pedestrians are crossing the street in a busy city while a cyclist is riding past.']	[95935, 90067, 87987]
99435	A bedroom containing a white table and chair set next to a window and a bed with a white comforter. 	coco/train2014/COCO_train2014_000000306095.jpg	['a bedroom containing a white comforter and chair set next to a window and a bed with a white table. ', 'A bedroom containing a white window and chair set next to a table and a bed with a white comforter .', 'A bedroom containing a wooden table and chair set next to a window and a bed with a fluffy rug.']	[83707, 58906, 4314]
106912	a large business sign attached to a building 	coco/train2014/COCO_train2014_000000242458.jpg	['a large business building attached to a sign', 'A small business sign attached to a tree']	[30708, 101946, 19521]
21843	A cow that is standing in the hay.	coco/val2014/COCO_val2014_000000321578.jpg	['A hay that is standing in the cow .', 'A cow is standing on a pile of hay while another cow is lying down.']	[106110, 15195, 37706]
31267	A pepperoni pizza and a cold glass of beer.	coco/train2014/COCO_train2014_000000250293.jpg	['a cold glass and a pepperoni pizza of beer.', 'A pepperoni glass and a cold pizza of beer .', 'A slice of cheese pizza and a warm mug of beer.']	[8809, 29325, 31269]
34770	A woman with an umbrella looks in a window.	coco/train2014/COCO_train2014_000000089207.jpg	['A woman with an window looks in a umbrella .', 'A woman is peering through a window while holding a rainbow-colored umbrella.']	[84331, 39715, 58548]
70768	A cafeteria meal of salad, vegetable pizza and apple juice on a plastic tray	coco/train2014/COCO_train2014_000000556823.jpg	['a plastic tray of salad, vegetable pizza and apple juice on a cafeteria meal', 'A cafeteria meal of salad , plastic pizza and apple juice on a vegetable tray', 'A cafeteria meal of pizza, salad, and orange juice on a metal tray.']	[96490, 90577, 34095]
13199	There is a girl eating a sandwich, she has blue eyes and her nose is pierced.	coco/val2014/COCO_val2014_000000376233.jpg	['There is a sandwich eating a girl , she has blue eyes and her nose is pierced .', 'A girl is eating a sandwich while her pierced nose glistens in the sunlight.']	[51816, 68651, 52854]
33746	A CAT IS SITTING ON NEWSPAPERS THAT ARE ON A MESSY DESK	coco/train2014/COCO_train2014_000000387000.jpg	['A CAT IS SITTING ON NEWSPAPERS THAT ARE ON A DESK MESSY', 'A CAT IS SITTING ON A PILE OF MAGAZINES THAT ARE ON A MESSY DESK.']	[18118, 2482, 34720]
76565	5 people take a break from skiing and snowboarding to take a picture. 	coco/train2014/COCO_train2014_000000568810.jpg	['5 people take a skiing from break and snowboarding to take a picture .', '5 skiers take a break from carving turns to take a selfie.']	[98232, 11673, 16795]
21241	two people jumping skate boards into the air 	coco/val2014/COCO_val2014_000000205883.jpg	['two boards jumping skate people into the air', 'Two people jumping skateboards while their friends cheer from the sidelines.']	[35014, 47007, 46952]
18439	A woman is holding a cup of coffee. 	coco/val2014/COCO_val2014_000000146120.jpg	['A cup is holding a woman of coffee .', 'A woman is holding a cup of tea while her cat is lounging on her lap.']	[97945, 96923, 7580]
26226	Pedestrian stop sign on rural roadway warning pedestrians to stop before crossing because traffic does not stop.	coco/val2014/COCO_val2014_000000259728.jpg	['rural roadway warning pedestrians on pedestrian stop sign to stop before crossing because traffic does not stop.', 'Pedestrian stop sign on rural warning roadway pedestrians to stop before crossing because traffic does not stop .', 'rural stop sign on Pedestrian roadway warning pedestrians to stop before crossing because traffic does not stop .', 'A stop sign on a deserted road warns pedestrians to halt before crossing due to the absence of traffic.']	[63346, 107913, 56443]
4877	A man holding a baseball bat in front of a man with a glove.	coco/val2014/COCO_val2014_000000417857.jpg	"['A man holding a man bat in front of a baseball with a glove .', ""A man holding a tennis racket in front of a man with a catcher's mitt.""]"	[4816, 21440, 103524]
22051	A couple of men carrying surfboard into a flooded street with a brown dog.	coco/val2014/COCO_val2014_000000303543.jpg	['a couple of men carrying surfboard into a brown dog with a flooded street.', 'A couple of men carrying dog into a flooded street with a brown surfboard .', 'Two men are carrying a kayak into a flooded street with a brown cat.']	[103146, 21886, 28768]
74450	A man on the beach throwing a Frisbee.	coco/train2014/COCO_train2014_000000555311.jpg	['A beach on the man throwing a Frisbee .', 'A man on the beach throwing a beach ball while his dog is chasing after it.']	[55624, 74449, 1114]
11724	On a table is a basket of fries and a hot dog with a pickle and a glass of something to drink.	coco/val2014/COCO_val2014_000000555239.jpg	['On a table is a something of fries and a hot dog with a pickle and a glass of basket to drink .', 'On a table is a basket of fries and a hot dog with a pickle and a glass of soda.']	[22028, 5696, 59757]
79589	Two young men on skate boards on pavement with spectators behind gates.	coco/train2014/COCO_train2014_000000279602.jpg	['Two young men on skate gates on pavement with spectators behind boards .', 'Two skate men on young boards on pavement with spectators behind gates .', 'Two young men on roller skates on a smooth road with a crowd of people behind a fence.']	[79590, 96314, 41925]
58547	A man is holding an umbrella and walking down the street.	coco/train2014/COCO_train2014_000000285851.jpg	['A man is holding an street and walking down the umbrella .', 'A man is walking an umbrella and holding down the street .', 'A man is holding a kite and flying it in a park.']	[76160, 83290, 83294]
40710	there are many brown and white cows standing in a large field	coco/train2014/COCO_train2014_000000161499.jpg	['there are a large field standing in many brown and white cows', 'there are many brown and large cows standing in a white field', 'there are many white cows standing in a large field while brown cows are standing in a nearby field.']	[40711, 8510, 42544]
46393	a man on a motor cycle drives down the street 	coco/train2014/COCO_train2014_000000447376.jpg	['a cycle on a motor man drives down the street', 'a man on a scooter drives up the hill']	[46343, 34364, 46375]
90534	There is a grilled bread with cheese and sauce	coco/train2014/COCO_train2014_000000113599.jpg	['There is a grilled cheese with bread and sauce', 'A grilled cheese sandwich is being savored by a smiling child.']	[5812, 2039, 51008]
12490	The neatly made bed is beside an open window.	coco/val2014/COCO_val2014_000000010995.jpg	['an open window is beside the neatly made bed.', 'The neatly made window is beside an open bed .', 'The messily made bed is beside a closed window.']	[27291, 91532, 105388]
47229	A large clock tower sits over a garden. 	coco/train2014/COCO_train2014_000000320008.jpg	['A large clock garden sits over a tower .', 'A small clock radio sits on a beach.']	[22252, 109433, 31343]
52494	a street sign with trees in the background	coco/train2014/COCO_train2014_000000240423.jpg	['a background sign with trees in the street', 'A street sign is surrounded by trees in a lush forest.']	[24732, 4687, 20271]
61323	A man is steadying a lamb's head for show while a man in the crowd plays on his phone.	coco/train2014/COCO_train2014_000000446677.jpg	"[""A man is steadying a lamb 's man for show while a head in the crowd plays on his phone ."", ""A man is steadying a lamb's head for show while a man in the crowd plays on a phone.""]"	[61324, 84099, 73206]
52868	Two women eat pizza while standing and talking.	coco/train2014/COCO_train2014_000000107518.jpg	['Two women eat pizza while talking and standing .', 'Two women are eating pizza while standing and laughing.']	[86860, 25005, 41021]
17126	A woman holding a wine glass smiling at camera	coco/val2014/COCO_val2014_000000309662.jpg	['A woman holding a wine camera smiling at glass', 'A woman smiling a wine glass holding at camera', 'A woman holding a smartphone smiling at camera while her friend is holding a wine glass.']	[98701, 91800, 60094]
93459	A lady biting into a very large burger	coco/train2014/COCO_train2014_000000346095.jpg	['A burger biting into a very large lady', 'A lady is biting into a very large pizza while her friend is eating a small burger.']	[53838, 3417, 56759]
51030	Two men holding game controllers in a living room.	coco/train2014/COCO_train2014_000000435453.jpg	['Two men holding room controllers in a living game .', 'Two controllers holding game men in a living room .', 'Two men are holding a controller while their friend is playing a game on a large screen.']	[51022, 25861, 45011]
88417	The dishes include various vegetables as well as yogurt.	coco/train2014/COCO_train2014_000000171099.jpg	['The vegetables include various dishes as well as yogurt .', 'The dishes include various vegetables well as as yogurt .', 'The dishes include various fruits as well as yogurt.']	[93404, 24178, 35996]
6952	The white and yellow train is going down the tracks. 	coco/val2014/COCO_val2014_000000465893.jpg	['The yellow and white train is going down the tracks .', 'The yellow train is going up the tracks while the white train is waiting.']	[6975, 41644, 41645]
98873	A scooter is parked next to a green fence in front of a building.	coco/train2014/COCO_train2014_000000138008.jpg	['A scooter is parked next to a green fence in building of a front .', 'A scooter is parked next to a blue fence in front of a skyscraper.']	[107748, 59406, 5933]
80260	The back of the car is loaded with bananas and other bags.	coco/train2014/COCO_train2014_000000046813.jpg	['The car of the back is loaded with bananas and other bags .', 'The back of the car is loaded with bags and other bananas .', 'The back of the car is loaded with apples and other bags.']	[71598, 27951, 70561]
92489	A couple of people standing on top of a snow slope.	coco/train2014/COCO_train2014_000000144025.jpg	['A couple of people standing on top of a slope snow .', 'A group of friends are skiing down a mountain while another person is standing at the bottom.']	[71669, 81462, 99378]
38784	A man pushing a cart full of bananas.	coco/train2014/COCO_train2014_000000326399.jpg	['A cart pushing a man full of bananas .', 'A man is pushing a cart full of apples while his friend is carrying a bag of oranges.']	[68494, 50815, 13100]
62321	there is a train that passes by the ocean on the tracks	coco/train2014/COCO_train2014_000000276626.jpg	['there is a ocean that passes by the train on the tracks', 'a train passes by a beach on the tracks.']	[62326, 104976, 106031]
70109	A boy is riding on a skinny skateboard while holding a surfboard in his arm.	coco/train2014/COCO_train2014_000000121951.jpg	['A boy is riding on a skinny skateboard while holding a arm in his surfboard .', 'A boy is holding on a skinny skateboard while riding a surfboard in his arm .', 'A boy is riding a longboard while holding a surfboard in his arm.']	[67707, 56872, 31940]
17892	A woman tends to a tea kettle that sits on a kitchen stove.	coco/val2014/COCO_val2014_000000253579.jpg	['a woman tends to a kitchen stove that sits on a tea kettle.', 'A woman tends to a tea kettle that sits on a stove kitchen .', 'A man tends to a coffee maker that sits on a kitchen counter.']	[99739, 105675, 74991]
65596	A snowboarder is doing tricks on a ski slope.	coco/train2014/COCO_train2014_000000164955.jpg	['A snowboarder is doing tricks on a slope ski .', 'A skier is skiing down a mountain while a snowboarder is doing tricks on the side.']	[65597, 65627, 10171]
93414	A boy inside a garage riding a skateboard. 	coco/train2014/COCO_train2014_000000125978.jpg	['A skateboard inside a garage riding a boy .', 'A boy is riding a skateboard inside a garden while his pet dog is watching.']	[39904, 5689, 7189]
5401	There is a blue bird sitting on the person's hand.	coco/val2014/COCO_val2014_000000558169.jpg	"[""there is the person's hand sitting on a blue bird."", ""There is a blue hand sitting on the person 's bird ."", ""A blue bird is perched on the person's hand while they are petting it.""]"	[5400, 30658, 28371]
67022	a man holding a real and stuff dog. 	coco/train2014/COCO_train2014_000000075973.jpg	['a man holding a real and dog stuff .', 'A man is holding a real dog while his stuffed dog is sitting on the couch.']	[40320, 27784, 104699]
60626	A small Toyota car filled completely with stacks of bananas.	coco/train2014/COCO_train2014_000000026319.jpg	['A small Toyota car filled completely with bananas of stacks .', 'A large Tesla car is filled completely with stacks of oranges.']	[60631, 44575, 26071]
91738	there is a fridge that is next to a small stove	coco/train2014/COCO_train2014_000000303308.jpg	['there is a stove that is next to a small fridge', 'there is a fridge that is small to a next stove', 'There is a stove that is next to a large fridge.']	[69927, 102621, 14883]
88911	a small clean bathroom with a blue towel and a white wash cloth	coco/train2014/COCO_train2014_000000368347.jpg	['a blue towel with a small clean bathroom and a white wash cloth', 'a small clean cloth with a blue towel and a white wash bathroom', 'a small clean bathroom with a white towel and a blue wash cloth', 'A small clean bathroom with a red towel and a black wash cloth.']	[10503, 106720, 14959]
68474	A very pretty zebra in a big grassy field.	coco/train2014/COCO_train2014_000000366802.jpg	['a big grassy field in a very pretty zebra.', 'A very pretty field in a big grassy zebra .', 'A very pretty zebra in a grassy big field .', 'A very tall giraffe in a small forest.']	[41811, 80425, 2582]
91024	A fire hydrant standing near a wooden bench.	coco/train2014/COCO_train2014_000000148761.jpg	['A bench hydrant standing near a wooden fire .', 'A fire wooden standing near a hydrant bench .', 'A fire hydrant sitting on a green bench.']	[25399, 18764, 77156]
36148	PEOPLE ARE PLAYING SPORTS USING AN ELECTRONIC GAME CONSOLE	coco/train2014/COCO_train2014_000000387518.jpg	['PEOPLE ARE USING SPORTS PLAYING AN ELECTRONIC GAME CONSOLE', 'PEOPLE ARE PLAYING SPORTS USING A MAGICAL GAME CONSOLE THAT TRANSPORTS THEM TO A REMOTE ISLAND.']	[37093, 107457, 91614]
68300	There is a dog in the grass next to the road.	coco/train2014/COCO_train2014_000000529475.jpg	['There is a dog in the road next to the grass .', 'A dog is running through the road next to a tree.']	[83958, 13841, 101208]
38790	Man Skiing down a snow covered hill with trees.	coco/train2014/COCO_train2014_000000301179.jpg	['Man Skiing down a hill covered snow with trees .', 'A man is skiing down a snow-covered hill while his dog is running alongside.']	[38788, 2619, 38789]
2928	Orange cone and microwave sitting at the curb.	coco/val2014/COCO_val2014_000000581437.jpg	['Orange cone and curb sitting at the microwave .', 'A red cone and toaster sitting at the curb.']	[25208, 16395, 4388]
109057	A group of people standing in a circle.	coco/train2014/COCO_train2014_000000395527.jpg	['A circle of people standing in a group .', 'A group of people standing in a line.']	[63672, 94193, 92354]
102370	A man riding a wave on top of a surfboard.	coco/train2014/COCO_train2014_000000301042.jpg	['A man riding a top on wave of a surfboard .', 'A man is riding a giant squid while his friend is surfing on a smaller board.']	[102371, 47975, 66727]
47065	Little kids in uniforms playing soccer on a field.	coco/train2014/COCO_train2014_000000090573.jpg	['Little kids in uniforms playing field on a soccer .', 'Little uniforms in kids playing soccer on a field .', 'Little kids in uniforms are playing basketball on a court.']	[4991, 106400, 4995]
80354	An umbrella that is sinking in a pond. 	coco/train2014/COCO_train2014_000000244003.jpg	['An pond that is sinking in a umbrella .', 'A broken umbrella is floating on a lake.']	[64532, 45536, 102917]
1578	Two people on motorcycles are in a race.	coco/val2014/COCO_val2014_000000524887.jpg	['Two motorcycles on people are in a race .', 'Two people on bicycles are in a race.']	[103796, 40466, 22325]
53901	A female tennis player bending down at the service line with a tennis racket in hands, on a grass court.	coco/train2014/COCO_train2014_000000073786.jpg	['a female tennis player bending down at a grass court with a tennis racket in hands, on the service line.', 'A female tennis player bending down at the tennis line with a service racket in hands , on a grass court .', 'A male tennis player is stretching at the baseline with a tennis racket in hands, on a hard court.']	[53925, 53948, 53926]
35	A room under construction with an unfinished shower and plumbing for the sink.	coco/val2014/COCO_val2014_000000060760.jpg	['A room under construction with an unfinished sink and plumbing for the shower .', 'A room under construction with a finished shower and plumbing for a toilet.']	[69093, 20882, 28290]
104491	A woman inside of a room with many items plugged into wall outlets.	coco/train2014/COCO_train2014_000000581513.jpg	['A room inside of a woman with many items plugged into wall outlets .', 'A woman inside of a room with many outlets plugged into wall items .', 'A woman is surrounded by a sea of charging devices in a cramped room.']	[70776, 96519, 108406]
79842	A cell phone on a nightstand, next to a person sleeping in a bed.	coco/train2014/COCO_train2014_000000210884.jpg	['A cell phone on a bed , next to a person sleeping in a nightstand .', 'A cell phone on a couch, next to a person watching TV.']	[63813, 42023, 10994]
42233	A black refrigerator stands in the corner of a room with white counters and brown cabinets.	coco/train2014/COCO_train2014_000000546114.jpg	['A black corner stands in the refrigerator of a room with white counters and brown cabinets .', 'A black refrigerator stands in the corner of a room with white cabinets and brown counters .', 'A brown refrigerator stands in the corner of a room with white counters and black cabinets .', 'A white refrigerator stands in the corner of a room with black counters and brown cabinets.']	[32431, 17072, 5209]
84633	A family of four sits and eats pizza at a cafe.	coco/train2014/COCO_train2014_000000102540.jpg	['A pizza of four sits and eats family at a cafe .', 'A group of friends enjoys a meal of sushi at a park.']	[12431, 45243, 45242]
24421	A plate containing a juicy entree and a side of green beans.	coco/val2014/COCO_val2014_000000438093.jpg	['A entree containing a juicy plate and a side of green beans .', 'A plate containing a green entree and a side of juicy beans .', 'A plate containing a side of green beans and a juicy entree.']	[24420, 87396, 87405]
101038	People stand on the platform as a train pulls into the station.	coco/train2014/COCO_train2014_000000483976.jpg	['People stand on the platform as a station pulls into the train .', 'Passengers stand on the platform as a train pulls out of the station.']	[101043, 78313, 33595]
32416	A man that is standing in the dirt with a racquet.	coco/train2014/COCO_train2014_000000351004.jpg	['A racquet that is standing in the dirt with a man .', 'A man is standing in the sand with a racket.']	[34114, 52979, 36108]
75794	A living room with a couch, coffee table and two windows.	coco/train2014/COCO_train2014_000000000384.jpg	['a couch, coffee table with a living room and two windows.', 'A living table with a couch , coffee room and two windows .', 'A living room with a couch, coffee table and three windows.']	[95425, 21372, 95424]
81018	A photo take from the airport looking at a plane at a terminal.	coco/train2014/COCO_train2014_000000521471.jpg	['A terminal take from the airport looking at a plane at a photo .', 'A photo taken from a plane looking at a terminal at an airport.']	[81019, 87967, 92939]
74983	The interior of a kitchen with a partially tiled floor.	coco/train2014/COCO_train2014_000000103230.jpg	['The floor of a kitchen with a partially tiled interior .', 'The interior of a kitchen with a fully tiled floor.']	[74984, 74985, 84859]
84886	A kitchen contains stainless steel appliances, cabinets and a table with chairs.	coco/train2014/COCO_train2014_000000295053.jpg	['A table contains stainless steel appliances , cabinets and a kitchen with chairs .', 'A kitchen contains stainless steel cabinets , appliances and a table with chairs .', 'A kitchen contains a table with chairs, stainless steel appliances and cabinets.']	[3706, 3705, 59132]
29360	A man standing next to another man flying a kite.	coco/val2014/COCO_val2014_000000534656.jpg	['A kite standing next to another man flying a man .', 'A man flying next to another man standing a kite .', 'A man is flying a kite while another man is standing next to a tree.']	[109365, 29304, 85706]
3334	A man is happily holding a lot of vegetables.	coco/val2014/COCO_val2014_000000373577.jpg	['A lot is happily holding a man of vegetables .', 'A man is happily holding a bunch of fruits.']	[3380, 28713, 65587]
22013	A man on a sidewalk holding his skateboard	coco/val2014/COCO_val2014_000000344307.jpg	['A skateboard on a sidewalk holding his man', 'A man is holding his surfboard on a beach.']	[55466, 38844, 100295]
93904	A group of giraffes in an enclosure at the zoo	coco/train2014/COCO_train2014_000000126486.jpg	['A group of giraffes in an zoo at the enclosure', 'A group of zebras in a savannah landscape']	[80145, 19465, 102830]
20708	A pizza with hot dogs, french fries and cheese for toppings.	coco/val2014/COCO_val2014_000000072273.jpg	['A cheese with hot dogs , french fries and pizza for toppings .', 'A pizza with hot dogs , french toppings and cheese for fries .', 'A pizza with french dogs , hot fries and cheese for toppings .', 'A pizza with french fries, hot dogs, and cheese for toppings.']	[38091, 55014, 39108]
48201	two people in a kitchen cooking in an oven	coco/train2014/COCO_train2014_000000008396.jpg	['two people in a cooking kitchen in an oven', 'Two people are cooking in a microwave while a cat is sleeping on the counter.']	[92730, 7459, 10946]
78804	a group of people in a room having a party	coco/train2014/COCO_train2014_000000377594.jpg	['a room of people in a group having a party', 'a group of people are having a party in a different room.']	[81909, 2214, 65864]
41870	A group of three skiers standing around looking at the mountain. 	coco/train2014/COCO_train2014_000000147597.jpg	['A mountain of three skiers standing around looking at the group .', 'A group of three skiers looking around standing at the mountain .', 'Three skiers stand around admiring the snowy slope.']	[79562, 82481, 82482]
49869	a man is skiing down a snowy slope	coco/train2014/COCO_train2014_000000176359.jpg	['a slope is skiing down a snowy man', 'a skier is gliding down a sunny mountain.']	[49883, 91817, 56770]
79221	A sign explaining who is buried in a cemetary.	coco/train2014/COCO_train2014_000000067163.jpg	['A cemetary explaining who is buried in a sign .', 'A sign pointing to a grave with a different name is buried in the cemetery.']	[90070, 42588, 98012]
83121	a persons hand holding a gray wild bird	coco/train2014/COCO_train2014_000000134644.jpg	['a persons bird holding a gray wild hand', 'a persons hand holding a wild gray bird', 'A person is holding a blue wild bird while another person is petting a gray cat.']	[83122, 21738, 15851]
65291	A garbage man standing next to a large pile of wooden sticks. 	coco/train2014/COCO_train2014_000000280484.jpg	['a large pile standing next to a garbage man of wooden sticks. ', 'A garbage pile standing next to a large man of wooden sticks .', 'A garbage man standing next to a wooden pile of large sticks .', 'A gardener is standing next to a small pile of gardening tools.']	[86117, 71382, 71386]
61067	some people sitting around tables at a resaurant	coco/train2014/COCO_train2014_000000190087.jpg	['some tables sitting around people at a resaurant', 'Some people are sitting at tables in a kitchen while others are eating.']	[51204, 15654, 91797]
100005	a person standing close to a train on a track	coco/train2014/COCO_train2014_000000323360.jpg	['a person standing close to a track on a train', 'A person is standing close to a train on a track while another person is waving from a distance.']	[97031, 74305, 77260]
92195	One cow standing near rocks lined next to the side of the road.	coco/train2014/COCO_train2014_000000404585.jpg	['One side standing near rocks lined next to the cow of the road .', 'Two cows are standing near rocks lined next to the side of the road.']	[44595, 55668, 60329]
82022	Several panes in a patriotic V-formation, three trailing blue smoke, one in the center with white smoke, and three at the other end with red smoke	coco/train2014/COCO_train2014_000000417679.jpg	['several panes in , three trailing blue smokea patriotic v-formation, one in the center with white smoke, and three at the other end with red smoke', 'Several panes in a patriotic V - formation , three trailing blue center , one in the smoke with white smoke , and three at the other end with red smoke', 'Several panes in a patriotic V - formation , three trailing white smoke , one in the center with blue smoke , and three at the other end with red smoke', 'Several planes in a patriotic Z-formation, three trailing green smoke, one in the center with yellow smoke, and three at the other end with orange smoke.']	[82023, 49360, 1588]
34747	A yellow boat docked in a harbor next to smaller boats.	coco/train2014/COCO_train2014_000000560173.jpg	['A yellow harbor docked in a boat next to smaller boats .', 'A smaller boat docked in a harbor next to yellow boats .', 'A small boat is docked next to a large yacht in a busy harbor.']	[14508, 1005, 8513]
7838	A zebra laying down in the grass resting for a while.	coco/val2014/COCO_val2014_000000006450.jpg	['A zebra laying down in the while resting for a grass .', 'A zebra resting down in the grass laying for a while .', 'A zebra is standing on its hind legs and stretching its front legs while a giraffe is lying down in the grass.']	[100190, 83354, 68472]
58658	A dark image of a horse drawn carriage.	coco/train2014/COCO_train2014_000000416372.jpg	['a horse drawn carriage of a dark image.', 'A dark carriage of a horse drawn image .', 'A dark image of a horse drawn carriage with a newborn foal peeking out from under the blanket.']	[58656, 28516, 73527]
77556	A skiier at the top of a steep slope.	coco/train2014/COCO_train2014_000000288797.jpg	['A skiier at the slope of a steep top .', 'A skier is at the bottom of a gentle slope while their friend is at the top.']	[61586, 61589, 68587]
70731	A small dog sitting at a table with a pile of food in front of him.	coco/train2014/COCO_train2014_000000207889.jpg	['A small dog sitting at a table with a pile of front in food of him .', 'A large dog is sitting at a table with a pile of toys in front of him.']	[70614, 95138, 107338]
58821	Man snowboards down a steep slope of snow	coco/train2014/COCO_train2014_000000363826.jpg	['Man snowboards down a steep snow of slope', 'Man snowboards down a steep slope of ice.']	[9408, 91444, 55782]
57806	A woman presses her hands together while standing atop a surfboard. 	coco/train2014/COCO_train2014_000000487404.jpg	['A surfboard presses her hands together while standing atop a woman .', 'A woman presses her hands together while standing on a skateboard.']	[24296, 5007, 3448]
97624	A various assortment of health and bueaty accessories.	coco/train2014/COCO_train2014_000000427975.jpg	['health and bueaty accessories of a various assortment.', 'A various bueaty of health and assortment accessories .', 'A diverse array of fitness and skincare products.']	[13715, 16337, 64945]
52240	A bright kitchen with red-and-white checkerboard backsplash and white cabinets.	coco/train2014/COCO_train2014_000000233146.jpg	['red-and-white checkerboard backsplash with a bright kitchen and white cabinets.', 'A bright checkerboard with red - and - white kitchen backsplash and white cabinets .', 'A bright kitchen with red - and - white checkerboard backsplash and white cabinets .', 'A dark kitchen with black-and-white checkerboard backsplash and black cabinets.']	[39330, 90838, 98756]
32464	The bathroom vanity features double sinks in a unique rectangular shape.	coco/train2014/COCO_train2014_000000287039.jpg	['a unique rectangular shape features double sinks in the bathroom vanity.', 'The bathroom shape features double sinks in a unique rectangular vanity .', 'The bathroom vanity features rectangular sinks in a unique double shape .', 'The bathroom vanity features a single sink in a unique circular shape.']	[86916, 10503, 75020]
5980	People pet an elephant at an outdoor zoo exhibit.	coco/val2014/COCO_val2014_000000322031.jpg	['People pet an zoo at an outdoor elephant exhibit .', 'Visitors are petting a tiger at an indoor zoo exhibit.']	[76384, 32836, 36746]
40506	This is four chickens around a bench with a bottle of water on it.	coco/train2014/COCO_train2014_000000271574.jpg	['This is four chickens around a bench with a water of bottle on it .', 'Four chickens are gathered around a bench with a basket of food on it.']	[53441, 53462, 107874]
43209	The woman is using the blender in the kitchen. 	coco/train2014/COCO_train2014_000000575060.jpg	['The blender is using the woman in the kitchen .', 'The woman is blending vegetables in the kitchen while her child is watching.']	[108592, 79876, 43208]
37521	A bus basses beside another in a crowded city street.	coco/train2014/COCO_train2014_000000051965.jpg	['A city basses beside another in a crowded bus street .', 'A bus passes a bicycle in a crowded city street.']	[24674, 30631, 108890]
73635	A white plate with pasta and a sandwich.	coco/train2014/COCO_train2014_000000392480.jpg	['A white plate with sandwich and a pasta .', 'A white plate with a sandwich and pasta.']	[22075, 35919, 61733]
93318	A group of men playing frisbee in a park	coco/train2014/COCO_train2014_000000099910.jpg	['A park of men playing frisbee in a group', 'A group of women playing soccer in a stadium.']	[11597, 86384, 101231]
79127	A grassy road is near a large bridge. 	coco/train2014/COCO_train2014_000000343898.jpg	['a large bridge is near a grassy road. ', 'A grassy bridge is near a large road .', 'A large road is near a grassy bridge .', 'A green road is near a small bridge.']	[88135, 32568, 9192]
38282	Two plates with food near a box of tissues	coco/train2014/COCO_train2014_000000145680.jpg	['Two plates with box near a food of tissues', 'Two tissues with food near a box of plates', 'Two plates with food near a box of tissues, one of which is empty.']	[50205, 20034, 47993]
373	Three zebras grazing in an enclosed area that is a wooded area	coco/val2014/COCO_val2014_000000148358.jpg	['three zebras grazing in a wooded area that is an enclosed area', 'Three zebras area in an enclosed area that is a wooded grazing', 'Three zebras are grazing in a fenced area surrounded by tall trees.']	[27099, 51690, 23403]
66700	The people are standing out front of the building eating together.	coco/train2014/COCO_train2014_000000462860.jpg	['The people are standing out building of the front eating together .', 'The people are eating out front of the building standing together .', 'The people are standing out front of the building eating lunch together.']	[43159, 79710, 89451]
53153	a plate with some food and tongs sitting on it	coco/train2014/COCO_train2014_000000444060.jpg	['a food with some plate and tongs sitting on it', 'A plate with some food and a spatula sitting on a table.']	[62052, 14699, 80628]
49930	An elaborate cake next to flower displays and prize ribbons.	coco/train2014/COCO_train2014_000000462599.jpg	['An elaborate prize next to flower displays and cake ribbons .', 'An elaborate cake next to flower ribbons and prize displays .', 'A towering cake stands next to a bouquet of flowers and a collection of trophies.']	[56829, 14756, 67569]
7058	A BIKE IS ON THE STREET WITH A LOT OF SNOW	coco/val2014/COCO_val2014_000000346596.jpg	['A STREET IS ON THE BIKE WITH A LOT OF SNOW', 'A bike is on the street with a lot of snow and a child is riding it.']	[45474, 143, 45475]
65366	A cat is sitting in a bathroom sink.	coco/train2014/COCO_train2014_000000426690.jpg	['A bathroom is sitting in a cat sink .', 'A cat is lounging in a bathtub filled with bubbles.']	[65367, 49629, 6015]
43427	three urinals hanging on the wall of a public bathroom	coco/train2014/COCO_train2014_000000581766.jpg	['three urinals hanging on the bathroom of a public wall', 'Three urinals are hanging on the wall of a crowded public bathroom.']	[1516, 16451, 68114]
19930	A yellow seahorse kite flying above a green bear.	coco/val2014/COCO_val2014_000000346214.jpg	['a green bear flying above a yellow seahorse kite.', 'A yellow seahorse bear flying above a green kite .', 'A green seahorse kite flying above a yellow bear .', 'A blue seahorse kite is flying above a purple bear.']	[20683, 105500, 49071]
44342	A full view of a bathroom with white color. 	coco/train2014/COCO_train2014_000000551636.jpg	['A full bathroom of a view with white color .', 'A white view of a bathroom with full color .', 'A full view of a kitchen with blue color.']	[30477, 88894, 5225]
59699	A desk with a keyboard on it and several containers of food in front of the keyboard.	coco/train2014/COCO_train2014_000000530081.jpg	['A keyboard with a desk on it and several containers of food in front of the keyboard .', 'A desk with a keyboard on it and several containers of food on top of the keyboard.']	[92471, 56720, 25670]
97777	A young man talking on the phone as he drives	coco/train2014/COCO_train2014_000000428149.jpg	['A young phone talking on the man as he drives', 'A young man is driving while talking on a phone.']	[9174, 78988, 45184]
29890	A horse that is pulling a carriage down a street.	coco/train2014/COCO_train2014_000000552054.jpg	['A horse that is pulling a street down a carriage .', 'A horse is pulling a carriage up a mountain.']	[29889, 4079, 109139]
51808	a girl in white standing on a skateboard in the yard	coco/train2014/COCO_train2014_000000368918.jpg	['a girl in white yard on a skateboard in the standing', 'a girl in red riding a bike in the park.']	[51809, 11178, 84428]
